frame_number,track_id,car_bbox,car_bbox_score,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
1511,35.0,[2283.110107421875 1258.1470947265625 2840.445068359375 1742.461181640625],0.8966565728187561,[199.3466796875 323.5078125 374.5986328125 380.9294738769531],0.7252020835876465,CJ06EPD,0.18602080213479832
1511,38.0,[1017.881591796875 1167.5059814453125 1584.1519775390625 1632.0303955078125],0.9102270603179932,[210.92437744140625 315.83489990234375 371.20379638671875 366.6310119628906],0.556318998336792,LM15ZZC,0.31191812913076955
1513,35.0,[2283.2939453125 1257.9388427734375 2848.704345703125 1744.3211669921875],0.8978697061538696,[200.53004455566406 328.7540588378906 374.7105712890625 385.4187316894531],0.6917583346366882,GJ06EPD,0.20527062146123934
1514,35.0,[2284.318359375 1258.845703125 2848.81689453125 1746.16796875],0.8985916376113892,[199.3251495361328 329.46624755859375 374.3347473144531 388.32000732421875],0.5948342084884644,GJ06EPD,0.5721662345733297
1515,35.0,[2284.909912109375 1263.6370849609375 2851.92578125 1748.0771484375],0.9028648138046265,[200.3089599609375 326.4034423828125 375.78668212890625 383.5677185058594],0.7584767937660217,GJ06EPD,0.3124275789330766
1515,43.0,[787.7687377929688 1589.56591796875 1533.4564208984375 2150.01904296875],0.911558210849762,[233.60777282714844 479.40802001953125 456.6506652832031 544.5269165039062],0.536340057849884,KH06KSU,0.5344034138142857
1516,35.0,[2285.739501953125 1266.2164306640625 2853.314453125 1751.70361328125],0.9069226980209351,[200.80714416503906 326.2243347167969 375.654541015625 383.95452880859375],0.7299840450286865,GJ06EPD,0.09831964489845993
1516,43.0,[789.5529174804688 1593.8782958984375 1532.1611328125 2149.337646484375],0.9146527647972107,[230.374267578125 481.2689208984375 452.1312561035156 544.1686401367188],0.6620978713035583,KH06KSU,0.5852045151091808
1517,35.0,[2282.87109375 1268.4415283203125 2852.590576171875 1754.6337890625],0.9083023071289062,[202.34523010253906 327.5354919433594 378.6766357421875 385.8243103027344],0.7254080176353455,GJ06EPD,0.24288941916956674
1518,35.0,[2281.48291015625 1270.8702392578125 2854.238037109375 1756.51708984375],0.9113495349884033,[204.4209442138672 324.5606689453125 380.8736572265625 381.2640075683594],0.5966039896011353,GJ06EPD,0.4637913020253276
1519,35.0,[2280.899658203125 1271.348388671875 2854.63525390625 1756.6209716796875],0.911285400390625,[205.10092163085938 322.4809265136719 381.59857177734375 380.0115966796875],0.6182712316513062,GJ06EPD,0.22859232221893264
1520,35.0,[2280.415283203125 1273.990478515625 2855.635009765625 1759.251708984375],0.9149014353752136,[206.4752655029297 324.9183044433594 382.4784240722656 381.6095275878906],0.6288051605224609,GJ06EPD,0.6765434136261953
1521,35.0,[2279.209716796875 1275.932373046875 2857.9853515625 1762.370361328125],0.9122755527496338,[207.60179138183594 325.75823974609375 383.8215026855469 382.3138122558594],0.6347185373306274,GJ06EPD,0.9086790611252927
1521,43.0,[776.5303344726562 1610.304443359375 1527.05859375 2149.56982421875],0.8965067863464355,[235.7093048095703 481.73504638671875 461.2752380371094 539.0],0.6128746867179871,KH06KSU,0.18759927402635865
1522,35.0,[2279.585693359375 1277.12744140625 2861.423583984375 1763.8426513671875],0.9147857427597046,[208.6619110107422 327.693603515625 385.1474304199219 381.3363342285156],0.6044214963912964,GJ06EPD,0.6309141482298014
1523,35.0,[2278.41162109375 1278.2066650390625 2861.9453125 1766.2139892578125],0.9171892404556274,[209.13722229003906 332.4526062011719 386.91778564453125 384.3409118652344],0.6250459551811218,GJ06EPD,0.614194726638752
1524,35.0,[2277.7197265625 1279.7255859375 2864.907958984375 1767.845458984375],0.9187361598014832,[211.56069946289062 334.4431457519531 388.8689880371094 384.51092529296875],0.5983108878135681,GJ06EPD,0.2755042758010426
1525,35.0,[2277.263671875 1279.79638671875 2865.9873046875 1767.62646484375],0.9190006852149963,[211.47007751464844 333.5955810546875 388.60333251953125 384.1650695800781],0.6072259545326233,GJ06EPD,0.3171593284115849
1525,38.0,[1011.7694091796875 1181.23046875 1579.181640625 1657.5015869140625],0.899547815322876,[190.77210998535156 324.4872131347656 367.3741455078125 373.6417236328125],0.5830900073051453,LW15ZZC,0.6688131507676093
1526,35.0,[2277.276123046875 1280.0943603515625 2866.191650390625 1772.0323486328125],0.9206123948097229,[211.5528564453125 334.094970703125 388.8896789550781 385.6099853515625],0.590764582157135,GJ06EPD,0.6222982212109918
1527,35.0,[2275.88427734375 1282.7022705078125 2866.0732421875 1775.6080322265625],0.926859438419342,[212.92230224609375 332.89703369140625 391.8446960449219 387.2900085449219],0.5798726081848145,GJ06EPD,0.16026296463172002
1529,35.0,[2276.989501953125 1289.8397216796875 2870.36572265625 1783.2880859375],0.9318817257881165,[214.208251953125 330.1830139160156 393.1250915527344 389.2231750488281],0.6729174852371216,GJ06EPD,0.35086644036000036
1530,35.0,[2276.059814453125 1292.0994873046875 2871.669677734375 1787.217529296875],0.9301261901855469,[214.07235717773438 330.106201171875 393.2723388671875 388.76611328125],0.6984147429466248,GJ06EPD,0.3695923092151837
1531,35.0,[2275.542724609375 1292.4017333984375 2871.893798828125 1787.9361572265625],0.9302047491073608,[214.85015869140625 330.610595703125 394.4071960449219 389.60504150390625],0.6935696005821228,GJ06EPD,0.3519414074599657
1532,35.0,[2276.737060546875 1295.6363525390625 2870.88818359375 1791.0546875],0.932155191898346,[214.32635498046875 329.9886474609375 393.53070068359375 389.0556640625],0.6868461966514587,GJ06EPD,0.48982636702007243
1533,35.0,[2277.080322265625 1296.7425537109375 2871.6435546875 1794.768798828125],0.9300926327705383,[213.4874267578125 331.0113830566406 393.73968505859375 390.8250732421875],0.6695035696029663,GJ06EPD,0.26947786372569177
1534,35.0,[2277.478271484375 1299.5513916015625 2873.732421875 1797.635498046875],0.9323932528495789,[214.83053588867188 330.77978515625 394.5126647949219 390.767333984375],0.6772664189338684,GJ06EPD,0.24793627749651895
1535,35.0,[2279.1396484375 1303.1197509765625 2876.943115234375 1800.48486328125],0.9304047226905823,[213.57354736328125 329.7031555175781 393.7748107910156 390.5528869628906],0.6375426650047302,GJ06EPD,0.2524938284730177
1536,35.0,[2279.367919921875 1306.4462890625 2878.068359375 1802.602294921875],0.9293004274368286,[214.14859008789062 330.11395263671875 394.8335876464844 391.3446350097656],0.6390792727470398,GJ06EPD,0.44830823547727655
1537,35.0,[2279.385498046875 1307.0933837890625 2878.3369140625 1802.5709228515625],0.9289654493331909,[214.4074249267578 329.62103271484375 394.553955078125 390.5481872558594],0.6317099928855896,GJ06EPD,0.44830823547727655
1538,35.0,[2280.3955078125 1308.783447265625 2880.584228515625 1805.324951171875],0.9253303408622742,[213.76429748535156 331.25848388671875 394.21295166015625 391.9346618652344],0.6642702221870422,GJ06EPD,0.508513664218257
1539,35.0,[2279.959716796875 1308.5267333984375 2880.5400390625 1807.9473876953125],0.9271291494369507,[215.2244110107422 333.3593444824219 396.0124206542969 395.01593017578125],0.561650812625885,GJ06EPD,0.17044252879756092
1540,35.0,[2281.11669921875 1309.7012939453125 2880.17578125 1810.8192138671875],0.920769989490509,[213.29193115234375 335.0971984863281 394.9547424316406 395.5491943359375],0.6311138868331909,GJ06EPD,0.252087513079573
1542,35.0,[2282.142333984375 1315.8583984375 2881.137939453125 1817.7808837890625],0.9180542826652527,[213.05189514160156 334.9508361816406 396.048828125 394.5760803222656],0.627452552318573,GJ06EPD,0.24897216775357592
1543,35.0,[2282.2626953125 1316.3931884765625 2880.972412109375 1818.39501953125],0.9181368947029114,[213.62966918945312 334.636962890625 396.0317077636719 395.1874084472656],0.6071938872337341,GJ06EPD,0.339414944051135
1544,35.0,[2281.39306640625 1318.637451171875 2880.3916015625 1821.4228515625],0.9146142601966858,[214.92086791992188 335.3953857421875 396.2934875488281 394.3805847167969],0.6616509556770325,GJ06EPD,0.34931526562862525
1545,35.0,[2280.9482421875 1320.9405517578125 2880.624755859375 1825.6761474609375],0.9088768362998962,[215.53260803222656 335.67059326171875 397.5151672363281 394.94891357421875],0.6792925000190735,GJ06EPD,0.1423610670389117
1545,38.0,[979.0150146484375 1218.2498779296875 1573.1734619140625 1703.248779296875],0.8921336531639099,[210.2353515625 329.1463928222656 382.54168701171875 383.6820068359375],0.6167747378349304,MW15ZZC,0.0848898425011284
1546,35.0,[2279.173828125 1323.4415283203125 2880.722900390625 1828.7760009765625],0.9118378162384033,[216.6068878173828 336.4736328125 398.549560546875 395.8909606933594],0.6735743284225464,DJ06EPO,0.10850416818964553
1547,35.0,[2278.18359375 1326.368408203125 2881.185791015625 1831.9925537109375],0.9047552943229675,[218.19772338867188 336.454833984375 399.99676513671875 396.38311767578125],0.6828706860542297,GJ06EPD,0.186379767715222
1548,38.0,[978.3157348632812 1223.3055419921875 1570.7401123046875 1711.1805419921875],0.8903131484985352,[197.48997497558594 330.52117919921875 379.819091796875 384.72650146484375],0.6307512521743774,LM15ZZC,0.2716897415680586
1549,38.0,[978.2479858398438 1223.3316650390625 1570.288818359375 1712.094482421875],0.8904410004615784,[197.9003143310547 329.9845886230469 380.1197814941406 384.504150390625],0.6435056328773499,LM15ZZC,0.23091559218681376
1550,38.0,[977.1610717773438 1225.289306640625 1569.1402587890625 1715.5316162109375],0.8909529447555542,[197.90386962890625 330.5679931640625 380.5506286621094 385.82611083984375],0.6362310647964478,LA15ZZC,0.20009029210283305
1552,35.0,[2278.842041015625 1330.9373779296875 2885.43359375 1843.0623779296875],0.8948875665664673,[218.9577178955078 342.60772705078125 402.69384765625 402.1142883300781],0.6619614362716675,GJ06EPD,0.33423475314142725
1553,38.0,[969.1806640625 1228.55224609375 1569.327880859375 1725.86767578125],0.8950210213661194,[199.78823852539062 334.84735107421875 384.0264587402344 391.57147216796875],0.6779082417488098,LU15ZZC,0.20835468484755182
1554,35.0,[2279.529052734375 1335.5965576171875 2880.91015625 1849.1075439453125],0.9049432873725891,[219.48654174804688 348.18865966796875 403.5877380371094 407.39373779296875],0.652815580368042,GJ06EPO,0.3987204897939608
1555,35.0,[2279.558837890625 1335.8121337890625 2878.835693359375 1849.0826416015625],0.9048912525177002,[219.0658416748047 347.66351318359375 404.41845703125 407.6611328125],0.6295835971832275,GJ06EPO,0.3398465169254045
1556,35.0,[2279.801513671875 1338.0120849609375 2879.057861328125 1852.8211669921875],0.9148080945014954,[219.35157775878906 347.97222900390625 405.39239501953125 407.5296325683594],0.6263391375541687,GJ06EPD,0.5346251939077511
1557,35.0,[2280.33837890625 1343.9110107421875 2877.566650390625 1857.0728759765625],0.9144890308380127,[218.1387939453125 346.7871398925781 405.4466247558594 405.2904968261719],0.6927183270454407,GJ06EPD,0.5307767346785724
1558,35.0,[2279.99609375 1348.57470703125 2881.782958984375 1860.7684326171875],0.9131776690483093,[219.53065490722656 341.0279235839844 406.18060302734375 400.8712158203125],0.613918662071228,GJ06EPD,0.29694527335294
1559,35.0,[2280.78759765625 1353.6905517578125 2882.322265625 1864.279052734375],0.9142264127731323,[218.8371124267578 339.97119140625 405.6336975097656 399.5262451171875],0.633762001991272,GJ06EPD,0.20253173862710952
1561,35.0,[2283.905517578125 1357.1815185546875 2890.075927734375 1868.322509765625],0.9116604328155518,[216.54673767089844 338.4560241699219 402.36395263671875 400.15216064453125],0.6780081987380981,GJ06EPD,0.6725589520231706
1562,35.0,[2284.143798828125 1356.8209228515625 2889.6845703125 1871.614013671875],0.9126965999603271,[217.35308837890625 345.6603698730469 400.98150634765625 405.8404846191406],0.7756018042564392,GJ06EPD,0.20738758364251847
1563,35.0,[2283.638916015625 1360.1085205078125 2890.22412109375 1875.9354248046875],0.9172308444976807,[217.34620666503906 342.21075439453125 403.07904052734375 403.1579895019531],0.6800824999809265,GJ06EPD,0.5190589287547357
1563,38.0,[955.1032104492188 1246.8797607421875 1559.7864990234375 1747.6278076171875],0.8862577080726624,[201.61245727539062 339.1075744628906 387.3172302246094 394.0694274902344],0.6608026623725891,LU15ZZC,0.14192809471209075
1564,38.0,[957.6370849609375 1248.99462890625 1562.8367919921875 1754.2066650390625],0.9013150930404663,[199.17816162109375 340.06671142578125 383.8597412109375 397.223388671875],0.5958772897720337,LU15ZZC,0.23435496849806553
1565,35.0,[2281.7744140625 1365.5897216796875 2888.699462890625 1882.1890869140625],0.9140849709510803,[220.0537567138672 347.4363708496094 406.49615478515625 406.53448486328125],0.7519688606262207,GJ06EPD,0.2172902263289563
1567,35.0,[2280.497314453125 1369.94482421875 2888.5263671875 1887.912109375],0.9154282212257385,[221.35287475585938 347.2770690917969 409.6316223144531 406.3692321777344],0.7340769171714783,GJ06EPD,0.27947173231771655
1568,35.0,[2280.619384765625 1372.0762939453125 2895.20361328125 1890.8974609375],0.9153207540512085,[221.77076721191406 344.20977783203125 409.4090881347656 406.40069580078125],0.690815269947052,CJ06ERO,0.20624136911234062
1569,35.0,[2279.27685546875 1373.9564208984375 2897.967529296875 1893.036376953125],0.916474461555481,[222.99758911132812 345.71270751953125 411.6951599121094 407.08941650390625],0.6921331286430359,GJ06EPD,0.33551185802404054
1572,35.0,[2279.234375 1379.53466796875 2909.465087890625 1902.269287109375],0.9253939986228943,[223.7759552001953 348.88848876953125 415.3657531738281 414.1896667480469],0.658040463924408,GJ06EPD,0.2869259334412214
1573,35.0,[2279.693603515625 1379.343994140625 2911.6474609375 1902.4371337890625],0.9251687526702881,[223.97425842285156 349.23089599609375 414.9831848144531 414.40289306640625],0.6396252512931824,GJ06EPD,0.3119792624430693
1574,35.0,[2279.751953125 1382.8179931640625 2912.2626953125 1903.5911865234375],0.9248113632202148,[226.48727416992188 353.7345886230469 416.9042053222656 409.60467529296875],0.5706017017364502,GJ06EPD,0.5680146907455854
1577,35.0,[2281.53076171875 1389.71875 2912.7783203125 1916.6910400390625],0.9240070581436157,[224.20436096191406 351.4250793457031 414.1408996582031 414.6733703613281],0.6420079469680786,GJ06EPD,0.32945458503186165
1578,35.0,[2281.64013671875 1394.0953369140625 2911.57763671875 1921.9029541015625],0.9211868047714233,[225.4879608154297 351.017578125 414.949951171875 414.4256286621094],0.6651065349578857,GJ06EPD,0.5108944523395984
1579,35.0,[2281.7236328125 1395.0791015625 2911.398193359375 1922.6695556640625],0.9210118055343628,[225.3389434814453 350.0770568847656 414.6678161621094 413.4269714355469],0.6542062163352966,GJ06EPD,0.5187051016467056
1580,35.0,[2281.82177734375 1398.220947265625 2912.729736328125 1925.934814453125],0.9232674837112427,[224.28567504882812 350.0788269042969 415.3636779785156 413.7682189941406],0.6496688723564148,GJ06EPD,0.4270225519553218
1581,35.0,[2281.6015625 1401.4501953125 2918.17333984375 1928.8359375],0.9222716093063354,[225.46701049804688 351.58551025390625 416.5163879394531 415.86181640625],0.6333226561546326,GJ06EPD,0.30019567983663015
1582,35.0,[2281.515625 1404.6185302734375 2920.563720703125 1932.8846435546875],0.9239023923873901,[224.5504608154297 351.4091491699219 417.6383972167969 417.50653076171875],0.631218433380127,GJ06EPD,0.6274046925666251
1582,38.0,[924.008544921875 1283.1246337890625 1541.5321044921875 1799.5338134765625],0.9101699590682983,[206.77455139160156 351.4125061035156 396.98895263671875 404.8164367675781],0.6309710741043091,LN15ZZC,0.33743721175762936
1584,35.0,[2280.713623046875 1408.3929443359375 2921.73486328125 1940.516357421875],0.9171211123466492,[225.28976440429688 353.84466552734375 419.33782958984375 420.0906677246094],0.6573287844657898,GJ06EPD,0.5284084913801732
1584,47.0,[2283.334716796875 1094.989990234375 2819.988037109375 1492.9801025390625],0.9073342084884644,[195.04319763183594 275.83880615234375 349.3013610839844 322.5702209472656],0.5978676676750183,OT07CLI,0.05500852106294518
1585,35.0,[2280.96240234375 1408.6195068359375 2921.716552734375 1940.97998046875],0.9167390465736389,[225.27838134765625 353.8470458984375 419.37432861328125 420.11749267578125],0.6560863256454468,GJ06EPD,0.5284084913801732
1586,35.0,[2280.911376953125 1412.6005859375 2920.49951171875 1943.890625],0.9136117100715637,[227.3597869873047 354.3905029296875 420.56353759765625 419.4671630859375],0.6617275476455688,GJ06EPD,0.46919538071383177
1587,38.0,[918.0262451171875 1290.9427490234375 1544.49755859375 1811.1700439453125],0.90132737159729,[219.9980926513672 359.86480712890625 396.3995056152344 411.9135437011719],0.5472978353500366,LH15ZZC,0.23117094610361136
1588,35.0,[2280.314208984375 1419.32958984375 2923.7333984375 1952.0079345703125],0.9097302556037903,[228.237060546875 353.7582702636719 422.6672668457031 419.63470458984375],0.6725860834121704,GJ06EPD,0.4118097509437614
1589,38.0,[908.9342041015625 1299.275634765625 1541.247802734375 1819.0904541015625],0.9086304306983948,[226.05453491210938 355.1987609863281 405.29803466796875 410.5613708496094],0.5651100873947144,LH15ZZC,0.427995813420442
1590,38.0,[907.9932250976562 1302.32958984375 1538.0074462890625 1821.2371826171875],0.901538074016571,[213.75360107421875 351.8565673828125 405.5641784667969 408.9901123046875],0.5746412873268127,LM15ZZC,0.31239231683943947
1591,38.0,[908.0653686523438 1303.0828857421875 1536.81591796875 1821.4736328125],0.9011522531509399,[212.50257873535156 351.3258972167969 403.89495849609375 408.0396728515625],0.5667924880981445,LM15ZZC,0.5600537353700937
1592,35.0,[2280.3759765625 1427.374755859375 2927.27099609375 1965.4559326171875],0.9109474420547485,[230.79595947265625 361.88128662109375 426.0192565917969 419.1889343261719],0.6084017753601074,GJ06EPD,0.3758451787648128
1592,38.0,[905.5045776367188 1303.7576904296875 1538.947509765625 1823.1685791015625],0.9077523946762085,[229.72645568847656 359.3555603027344 404.36859130859375 412.77276611328125],0.5759332180023193,LU15ZZC,0.30614387443025404
1593,35.0,[2279.5439453125 1428.365966796875 2928.5361328125 1969.1536865234375],0.911142885684967,[231.79141235351562 357.06890869140625 424.207275390625 425.3460693359375],0.663672924041748,GJ06EPD,0.2384302570184613
1593,38.0,[903.69384765625 1308.0357666015625 1536.8079833984375 1827.37841796875],0.9059118628501892,[220.34475708007812 353.69439697265625 406.1745910644531 410.4091491699219],0.5732066035270691,LM15ZZC,0.2644783332847875
1594,35.0,[2281.011962890625 1429.4300537109375 2929.648193359375 1973.1822509765625],0.9129462838172913,[229.4661102294922 360.53973388671875 423.2449951171875 426.83935546875],0.6715880036354065,GJ06EPD,0.6417843801297267
1594,38.0,[906.9268188476562 1312.8907470703125 1534.814208984375 1832.387939453125],0.9044315218925476,[217.60484313964844 353.4724426269531 401.1541442871094 410.4433898925781],0.5970408320426941,LM15ZZC,0.435093243743836
1595,38.0,[909.5166015625 1317.4820556640625 1532.21923828125 1837.1304931640625],0.8991979956626892,[204.40719604492188 349.91949462890625 395.1900939941406 407.56317138671875],0.6356926560401917,LM15ZZC,0.4098180860308773
1596,35.0,[2283.444580078125 1435.9510498046875 2931.4365234375 1978.634033203125],0.9112626910209656,[228.17428588867188 361.6543884277344 423.053466796875 425.73809814453125],0.6754282116889954,GJ06EPD,0.5066519286879135
1596,38.0,[907.0728759765625 1320.445068359375 1531.73974609375 1840.729248046875],0.8960610628128052,[204.81692504882812 350.6326904296875 395.2861328125 407.2044677734375],0.6524164080619812,LH15ZZC,0.5485987507560997
1597,35.0,[2283.6552734375 1436.680908203125 2931.596435546875 1978.2445068359375],0.9112985730171204,[228.4868927001953 360.9464416503906 422.89556884765625 425.3426513671875],0.6806684732437134,GJ06EPD,0.822278481196589
1597,38.0,[906.6123046875 1321.0303955078125 1531.80322265625 1841.2095947265625],0.8963677883148193,[205.30789184570312 349.71478271484375 396.8918151855469 407.21002197265625],0.6554573774337769,LH15ZZC,0.5485987507560997
1598,35.0,[2285.228759765625 1438.451904296875 2933.437255859375 1982.3193359375],0.9114309549331665,[225.5878448486328 362.0451354980469 422.48565673828125 427.2489318847656],0.6694572567939758,GJ06EPD,0.2885435642557635
1598,38.0,[904.809814453125 1322.02734375 1531.748046875 1843.262939453125],0.8954620361328125,[206.3219451904297 351.3372802734375 395.4245910644531 409.1783752441406],0.6111302971839905,LH15ZZC,0.26180422382994945
1599,35.0,[2284.42724609375 1442.5989990234375 2936.9970703125 1985.7470703125],0.9125727415084839,[228.049072265625 362.1346435546875 424.4833984375 427.3399963378906],0.6328443884849548,GJ06EPD,0.44226871450698063
1600,35.0,[2284.51953125 1443.919189453125 2939.367919921875 1989.881591796875],0.9152583479881287,[227.3505401611328 364.22381591796875 425.57208251953125 429.37255859375],0.6244996786117554,GJ06EPD,0.6773120077471865
1601,35.0,[2282.41455078125 1448.1219482421875 2940.0224609375 1993.725341796875],0.9132099747657776,[230.8088836669922 362.6936340332031 428.30413818359375 429.91339111328125],0.6215476393699646,GJ06EPD,0.5061748417781538
1604,35.0,[2281.0732421875 1455.1463623046875 2939.2978515625 1999.6849365234375],0.9157572984695435,[232.00149536132812 362.7425842285156 430.2194519042969 428.90966796875],0.6648634672164917,GJ05EPD,0.44558142346318735
1605,35.0,[2279.59716796875 1457.710693359375 2939.634521484375 2003.6976318359375],0.917730450630188,[235.38047790527344 363.9878845214844 432.13604736328125 430.78863525390625],0.6582744121551514,OJ06EPD,0.39368992250513585
1606,35.0,[2280.2470703125 1461.583984375 2940.618896484375 2008.800537109375],0.9220231175422668,[234.71372985839844 364.2884826660156 431.32843017578125 430.69769287109375],0.6989981532096863,GJ06EPD,0.44832476383450465
1607,35.0,[2280.1103515625 1464.4180908203125 2940.783935546875 2013.3231201171875],0.9248750805854797,[234.28628540039062 365.1513366699219 431.9547119140625 431.1605224609375],0.6823421716690063,GJ06EPD,0.22634580219457026
1608,35.0,[2280.31103515625 1467.1715087890625 2941.263427734375 2017.33251953125],0.9281097054481506,[234.8762664794922 365.7851867675781 432.1035461425781 431.7642822265625],0.6834858059883118,GJ06EPD,0.728873629090737
1609,38.0,[868.7205810546875 1339.312744140625 1531.1632080078125 1878.7547607421875],0.9132190942764282,[228.4566192626953 366.46661376953125 418.69720458984375 424.7060241699219],0.6083974838256836,LM15ZZC,0.36682248164393844
1610,35.0,[2280.427001953125 1468.3297119140625 2941.0947265625 2021.5460205078125],0.9259334802627563,[235.0029754638672 368.47027587890625 433.6770935058594 433.8112487792969],0.7059541344642639,GJ06EPD,0.611988801218481
1611,35.0,[2280.333740234375 1471.474853515625 2940.875244140625 2025.6007080078125],0.9263504147529602,[235.31277465820312 368.3839111328125 435.8368835449219 435.9010925292969],0.654486358165741,GJ06EPD,0.2212945020539992
1611,38.0,[873.8443603515625 1346.6746826171875 1529.0845947265625 1887.3614501953125],0.9085829854011536,[220.621337890625 365.68402099609375 411.1554870605469 424.7937927246094],0.5880983471870422,LM15ZZC,0.18198102589515283
1612,35.0,[2280.17529296875 1473.105224609375 2940.550048828125 2027.855712890625],0.9243545532226562,[236.07762145996094 370.54339599609375 436.3648376464844 435.3537902832031],0.6788800954818726,GJ06EPD,0.3932415283657114
1612,38.0,[870.2755737304688 1350.6622314453125 1531.094482421875 1890.010986328125],0.9087650775909424,[221.63929748535156 365.1858825683594 412.292724609375 424.76129150390625],0.5940550565719604,LM15ZZC,0.548518757216603
1614,38.0,[861.0318603515625 1357.9716796875 1529.3199462890625 1895.5428466796875],0.9092261791229248,[227.52114868164062 363.84417724609375 417.62213134765625 422.1119689941406],0.5937840938568115,LM15ZZC,0.17767728606954875
1615,35.0,[2280.046875 1478.6890869140625 2942.5322265625 2035.564697265625],0.9273422360420227,[237.31698608398438 372.3780517578125 437.6080017089844 436.9523620605469],0.6573853492736816,GJ06EPO,0.3144209266150296
1616,35.0,[2280.71533203125 1482.337890625 2944.429443359375 2038.943359375],0.9244088530540466,[237.7590789794922 372.2874450683594 437.8185729980469 437.3063659667969],0.6625181436538696,IG30GEP,0.3069495222446101
1616,38.0,[860.5712280273438 1361.3250732421875 1523.24853515625 1897.720703125],0.9056230783462524,[227.89463806152344 363.7767028808594 416.9985046386719 421.982177734375],0.5893206000328064,LN15ZZC,0.42952265084656527
1616,47.0,[2283.780517578125 1133.9254150390625 2837.376708984375 1546.2000732421875],0.917832612991333,[201.7613067626953 287.87030029296875 360.72552490234375 337.28485107421875],0.5984857082366943,OA07LLI,0.13384930503364054
1617,47.0,[2284.610107421875 1136.1973876953125 2838.951416015625 1549.6783447265625],0.9197666049003601,[201.30044555664062 287.1722717285156 360.5066833496094 336.3809814453125],0.6017598509788513,DA07CLI,0.14762285444555692
1618,35.0,[2279.75 1488.75927734375 2950.9140625 2047.944091796875],0.9269590973854065,[239.22747802734375 374.3706970214844 439.9832763671875 440.5483093261719],0.6823713183403015,GJ06EPD,0.6504360880143472
1618,38.0,[855.1760864257812 1367.4583740234375 1517.066162109375 1901.8248291015625],0.9035205245018005,[237.21337890625 363.75347900390625 419.4040222167969 422.7095031738281],0.6097675561904907,LN15ZZC,0.3202722985302649
1618,47.0,[2284.74658203125 1136.6722412109375 2842.27197265625 1552.1192626953125],0.9259432554244995,[201.4606475830078 289.5138244628906 361.08111572265625 338.66259765625],0.5960889458656311,DA07CLT,0.26732175245239154
1619,35.0,[2278.272216796875 1493.0770263671875 2950.784423828125 2051.580078125],0.919681191444397,[240.25384521484375 373.34423828125 441.2144470214844 439.2198791503906],0.690091073513031,GJ06EPD,0.8316640871105246
1619,38.0,[852.8839111328125 1370.595703125 1518.611083984375 1904.073486328125],0.9018924236297607,[230.96336364746094 364.5234069824219 421.2040100097656 423.7083435058594],0.5889317393302917,LU15ZZC,0.26503148196205256
1621,35.0,[2277.654296875 1495.6444091796875 2955.38232421875 2056.540771484375],0.919766366481781,[242.27294921875 375.1527404785156 442.4839782714844 442.1130676269531],0.7168488502502441,GJ06EPD,0.24748945402523234
1622,38.0,[844.36474609375 1374.90478515625 1517.72900390625 1912.1800537109375],0.8966505527496338,[242.912353515625 367.49285888671875 425.37445068359375 426.8989562988281],0.5800613164901733,LU15ZZC,0.30148286277043096
1622,47.0,[2285.7314453125 1141.0867919921875 2851.072021484375 1556.156982421875],0.9280394315719604,[200.95664978027344 290.9144592285156 362.4587097167969 339.2814025878906],0.5586048364639282,DA07CLX,0.39206389879541087
1623,38.0,[843.5126342773438 1377.19970703125 1516.77880859375 1916.5234375],0.8965568542480469,[235.09715270996094 366.6636047363281 424.41009521484375 426.729248046875],0.5922544002532959,LH15ZZC,0.3588627616234239
1624,35.0,[2278.2734375 1507.5726318359375 2954.583251953125 2069.296875],0.912279486656189,[241.75233459472656 374.81243896484375 444.4619445800781 442.80401611328125],0.6702784895896912,GJ06EPD,0.25989490682018407
1624,38.0,[834.97314453125 1378.9227294921875 1518.6763916015625 1920.5390625],0.9001755118370056,[237.18243408203125 368.5997314453125 431.56512451171875 430.192138671875],0.6106922626495361,LH15ZZC,0.3601114086216494
1625,35.0,[2279.94580078125 1510.806396484375 2954.67333984375 2074.1376953125],0.9109346866607666,[242.0433349609375 375.0365295410156 443.985595703125 443.4388427734375],0.6588532328605652,GJ05EPD,0.32913684799785936
1625,38.0,[832.5975341796875 1382.263916015625 1518.4910888671875 1924.752685546875],0.8955528736114502,[237.83058166503906 368.20489501953125 433.0502624511719 429.4825744628906],0.6347556114196777,LM15ZZC,0.9124737541142712
1626,35.0,[2279.936767578125 1515.8829345703125 2956.412109375 2078.437255859375],0.911208987236023,[242.67369079589844 374.6196594238281 444.78973388671875 442.894775390625],0.6518091559410095,GJ06EPD,0.31051625240460407
1627,35.0,[2279.64404296875 1517.05810546875 2956.97216796875 2078.9658203125],0.9113184809684753,[242.64251708984375 372.9164733886719 444.5097961425781 441.1097412109375],0.6429678797721863,GJ06EPD,0.2963949229860187
1628,35.0,[2280.673828125 1519.31787109375 2958.316162109375 2083.283935546875],0.9122158288955688,[241.51138305664062 374.4286193847656 445.0487365722656 443.8725280761719],0.634996235370636,GJ06EPD,0.36571910285058246
1629,35.0,[2282.07861328125 1520.536376953125 2960.216064453125 2087.620361328125],0.918687105178833,[240.57662963867188 378.0269775390625 444.8621826171875 446.7271423339844],0.6876116991043091,GJ06EPD,0.4894538074565102
